Belpaoviridae	r;Riboviria,k;Pararnavirae,p;Artverviricota,c;Revtraviricetes,o;Ortervirales,f;Belpaoviridae
Caulimoviridae	r;Riboviria,k;Pararnavirae,p;Artverviricota,c;Revtraviricetes,o;Ortervirales,f;Caulimoviridae
Metaviridae	r;Riboviria,k;Pararnavirae,p;Artverviricota,c;Revtraviricetes,o;Ortervirales,f;Metaviridae
Pseudoviridae	r;Riboviria,k;Pararnavirae,p;Artverviricota,c;Revtraviricetes,o;Ortervirales,f;Pseudoviridae
Retroviridae	r;Riboviria,k;Pararnavirae,p;Artverviricota,c;Revtraviricetes,o;Ortervirales,f;Retroviridae
Polymycoviridae	r;Riboviria,f;Polymycoviridae
Sarthroviridae	r;Riboviria,f;Sarthroviridae
Kolmioviridae	r;Ribozyviria,f;Kolmioviridae
Phycodnaviridae	r;Varidnaviria,k;Bamfordvirae,p;Nucleocytoviricota,c;Megaviricetes,o;Algavirales,f;Phycodnaviridae
Mimiviridae	r;Varidnaviria,k;Bamfordvirae,p;Nucleocytoviricota,c;Megaviricetes,o;Imitervirales,f;Mimiviridae
Iridoviridae	r;Varidnaviria,k;Bamfordvirae,p;Nucleocytoviricota,c;Megaviricetes,o;Pimascovirales,f;Iridoviridae
Asfarviridae	r;Varidnaviria,k;Bamfordvirae,p;Nucleocytoviricota,c;Pokkesviricetes,o;Asfuvirales,f;Asfarviridae
Poxviridae	r;Varidnaviria,k;Bamfordvirae,p;Nucleocytoviricota,c;Pokkesviricetes,o;Chitovirales,f;Poxviridae
Tectiviridae	r;Varidnaviria,k;Bamfordvirae,p;Preplasmiviricota,c;Tectiliviricetes,o;Kalamavirales,f;Tectiviridae
Adenoviridae	r;Varidnaviria,k;Bamfordvirae,p;Preplasmiviricota,c;Tectiliviricetes,o;Rowavirales,f;Adenoviridae
Baculoviridae	c;Naldaviricetes,o;Lefavirales,f;Baculoviridae
Nudiviridae	c;Naldaviricetes,o;Lefavirales,f;Nudiviridae
Nimaviridae	c;Naldaviricetes,f;Nimaviridae
Alphasatellitidae	f;Alphasatellitidae
Anelloviridae	f;Anelloviridae
Fuselloviridae	f;Fuselloviridae
Polydnaviriformidae	f;Polydnaviriformidae
Pospiviroidae	f;Pospiviroidae
Tolecusatellitidae	f;Tolecusatellitidae
